SimTime,SETUP.OUT,SETUP.BIT_GEN
8760850.025,1,1
8761650.025,1,1
8763250.025,1,1
8766450.025,1,1
8770000,1,1
8770100,1,1
8770300,1,1
8770700,1,1
8771500,1,1
8773100,1,1
8775000,1,1
8775100,1,0
8775300,1,0
8775700,1,0
8776500,1,0
8778100,1,0
8781300,1,0
8787700,1,0
8800000,1,0
8800050.025,1,0.50025000050273638
8800100,1,1
8800150.025,1,1
8800250,0,1
8800250.025,0,1
8800450.025,0,1
8800850.025,0,1
8801650.025,0,1
8803250.025,0,1
8806450.025,0,1
8810000,0,1
8810050.025,0,1
8810100,0,1
8810150.025,0,1
8810250.025,0,1
8810450.025,0,1
8810850.025,0,1
8811650.025,0,1
8813250.025,0,1
8816450.025,0,1
8822850.025,0,1
8825000,0,1
8825100,0,0
8825300,0,0
8825700,0,0
8826500,0,0
8828100,0,0
8830000,0,0
8830100,0,0
8830300,0,0
8830700,0,0
8831500,0,0
8833100,0,0
8836300,0,0
8842700,0,0
8850000,0,0
8850050.025,0,0.50025000050273638
8850100,0,1
8850150.025,0,1
8850250,1,1
8850250.025,1,1
8850450.025,1,1
8850850.025,1,1
8851650.025,1,1
8853250.025,1,1
8856450.025,1,1
8862850.025,1,1
8875000,1,1
8875100,1,0
8875300,1,0
8875700,1,0
8876500,1,0
8878100,1,0
8881300,1,0
8887700,1,0
8900000,1,0
8900050.025,1,0.50025000050273638
8900100,1,1
8900150.025,1,1
8900250.025,1,1
8900450.025,1,1
8900850.025,1,1
8901650.025,1,1
8903250.025,1,1
8906450.025,1,1
8912850.025,1,1
8920000,1,1
8920100,1,1
8920300,1,1
8920700,1,1
8921500,1,1
8923100,1,1
8925000,1,1
8925100,1,0
8925300,1,0
8925700,1,0
8926500,1,0
8928100,1,0
8930000,1,0
8930050.025,1,0
8930100,1,0
8930150.025,1,0
8930250.025,1,0
8930450.025,1,0
8930850.025,1,0
8931650.025,1,0
8933250.025,1,0
8936450.025,1,0
8940000,1,0
8940100,1,0
8940300,1,0
8940700,1,0
8941500,1,0
8943100,1,0
8946300,1,0
8950000,1,0
8950050.025,1,0.50025000050273638
8950100,1,1
8950150.025,1,1
8950250.025,1,1
8950450.025,1,1
8950850.025,1,1
8951650.025,1,1
8953250.025,1,1
8956450.025,1,1
8962850.025,1,1
8975000,1,1
8975100,1,0
8975300,1,0
8975700,1,0
8976500,1,0
8978100,1,0
8981300,1,0
8987700,1,0
8990000,1,0
8990100,1,0
8990300,1,0
8990700,1,0
8991500,1,0
8993100,1,0
8996300,1,0
9000000,1,0
9000050.025,1,0.50025000050273638
9000100,1,1
9000150.025,1,1
9000250,0,1
9000250.025,0,1
9000450.025,0,1
9000850.025,0,1
9001650.025,0,1
9003250.025,0,1
9006450.025,0,1
9010000,0,1
9010100,0,1
9010300,0,1
9010700,0,1
9011500,0,1
9013100,0,1
9016300,0,1
9020000,0,1
9020050.025,0,1
9020100,0,1
9020150.025,0,1
9020250.025,0,1
9020450.025,0,1
9020850.025,0,1
9021650.025,0,1
9023250.025,0,1
9025000,0,1
9025100,0,0
9025300,0,0
9025700,0,0
9026500,0,0
9028100,0,0
9030000,0,0
9030100,0,0
9030300,0,0
9030700,0,0
9031500,0,0
9033100,0,0
9036300,0,0
9042700,0,0
9050000,0,0
9050050.025,0,0.50025000050273638
9050100,0,1
9050150.025,0,1
9050250.025,0,1
9050450.025,0,1
9050850.025,0,1
9051650.025,0,1
9053250.025,0,1
9056450.025,0,1
9062850.025,0,1
9070000,0,1
9070100,0,1
9070300,0,1
9070700,0,1
9071500,0,1
9073100,0,1
9075000,0,1
9075100,0,0
9075300,0,0
9075700,0,0
9076500,0,0
9078100,0,0
9080000,0,0
9080050.025,0,0
9080100,0,0
9080150.025,0,0
9080250.025,0,0
9080450.025,0,0
9080850.025,0,0
9081650.025,0,0
9083250.025,0,0
9086450.025,0,0
9092850.025,0,0
9100000,0,0
9100050.025,0,0.50025000050273638
9100100,0,1
9100199.9499999,0,1
9100399.8499997,0,1
9100799.6499992,0,1
9101599.2499984,0,1
9103198.4499968,0,1
9106396.8499936,0,1
9112793.6499872,0,1
9125000,0,1
9125100,0,0
9125300,0,0
9125700,0,0
9126500,0,0
9128100,0,0
9130000,0,0
9130100,0,0
9130300,0,0
9130700,0,0
9131500,0,0
9133100,0,0
9136300,0,0
9140000,0,0
9140050.025,0,0
9140100,0,0
9140150.025,0,0
9140250.025,0,0
9140450.025,0,0
9140850.025,0,0
9141650.025,0,0
9143250.025,0,0
9146450.025,0,0
9150000,0,0
9150050.025,0,0.50025000050273638
9150100,0,1
9150150.025,0,1
9150250,1,1
9150250.025,1,1
9150450.025,1,1
9150850.025,1,1
9151650.025,1,1
9153250.025,1,1
9156450.025,1,1
9162850.025,1,1
9175000,1,1
9175100,1,0
9175300,1,0
9175700,1,0
9176500,1,0
9178100,1,0
9181300,1,0
9187700,1,0
9200000,1,0
9200050.025,1,0.50025000050273638
9200100,1,1
9200199.9499999,1,1
9200399.8499996,1,1
9200799.6499992,1,1
9201599.2499984,1,1
9203198.4499968,1,1
9206396.8499936,1,1
9210000,1,1
9210050.025,1,1
9210100,1,1
9210150.025,1,1
9210250.025,1,1
9210450.025,1,1
9210850.025,1,1
9211650.025,1,1
9213250.025,1,1
9216450.025,1,1
9220000,1,1
9220100,1,1
9220300,1,1
9220700,1,1
9221500,1,1
9223100,1,1
9225000,1,1
9225100,1,0
9225300,1,0
9225700,1,0
9226500,1,0
9228100,1,0
9230000,1,0
9230050.025,1,0
9230100,1,0
9230150.025,1,0
9230250.025,1,0
9230450.025,1,0
9230850.025,1,0
9231650.025,1,0
9233250.025,1,0
9236450.025,1,0
9242850.025,1,0
9250000,1,0
9250050.025,1,0.50025000050273638
9250100,1,1
9250199.9499999,1,1
9250399.8499997,1,1
9250799.6499992,1,1
9251599.2499984,1,1
9253198.4499968,1,1
9256396.8499936,1,1
9262793.6499872,1,1
9275000,1,1
9275100,1,0
9275300,1,0
9275700,1,0
9276500,1,0
9278100,1,0
9280000,1,0
9280100,1,0
9280300,1,0
9280700,1,0
9281500,1,0
9283100,1,0
9286300,1,0
9290000,1,0
9290050.025,1,0
9290100,1,0
9290150.025,1,0
9290250.025,1,0
9290450.025,1,0
9290850.025,1,0
9291650.025,1,0
9293250.025,1,0
9296450.025,1,0
9300000,1,0
9300050.025,1,0.50025000050273638
9300100,1,1
9300150.025,1,1
9300250,0,1
9300250.025,0,1
9300450.025,0,1
9300850.025,0,1
9301650.025,0,1
9303250.025,0,1
9306450.025,0,1
9312850.025,0,1
9320000,0,1
9320050.025,0,1
9320100,0,1
9320150.025,0,1
9320250.025,0,1
9320450.025,0,1
9320850.025,0,1
9321650.025,0,1
9323250.025,0,1
9325000,0,1
9325100,0,0
9325300,0,0
9325700,0,0
9326500,0,0
9328100,0,0
9331300,0,0
9337700,0,0
9340000,0,0
9340100,0,0
9340300,0,0
9340700,0,0
9341500,0,0
9343100,0,0
9346300,0,0
9350000,0,0
9350050.025,0,0.50025000050273638
9350100,0,1
9350150.025,0,1
9350250,1,1
9350250.025,1,1
9350450.025,1,1
9350850.025,1,1
9351650.025,1,1
9353250.025,1,1
9356450.025,1,1
9362850.025,1,1
9370000,1,1
9370100,1,1
9370300,1,1
9370700,1,1
9371500,1,1
9373100,1,1
9375000,1,1
9375100,1,0
9375300,1,0
9375700,1,0
9376500,1,0
9378100,1,0
9381300,1,0
9387700,1,0
9390000,1,0
9390050.025,1,0
9390100,1,0
9390150.025,1,0
9390250.025,1,0
9390450.025,1,0
9390850.025,1,0
9391650.025,1,0
9393250.025,1,0
9396450.025,1,0
9400000,1,0
9400050.025,1,0.50025000050273638
9400100,1,1
9400199.9499999,1,1
9400399.8499997,1,1
9400799.6499992,1,1
9401599.2499984,1,1
9403198.4499968,1,1
9406396.8499936,1,1
9412793.6499872,1,1
9420000,1,1
9420050.025,1,1
9420100,1,1
9420150.025,1,1
9420250.025,1,1
9420450.025,1,1
9420850.025,1,1
9421650.025,1,1
9423250.025,1,1
9425000,1,1
9425100,1,0
9425300,1,0
9425700,1,0
9426500,1,0
9428100,1,0
9430000,1,0
9430100,1,0
9430300,1,0
9430700,1,0
9431500,1,0
9433100,1,0
9436300,1,0
9442700,1,0
9450000,1,0
9450050.025,1,0.50025000050273638
9450100,1,1
9450150.025,1,1
9450250,0,1
9450250.025,0,1
9450450.025,0,1
9450850.025,0,1
9451650.025,0,1
9453250.025,0,1
9456450.025,0,1
9460000,0,1
9460100,0,1
9460300,0,1
9460700,0,1
9461500,0,1
9463100,0,1
9466300,0,1
9470000,0,1
9470050.025,0,1
9470100,0,1
9470150.025,0,1
9470250.025,0,1
9470450.025,0,1
9470850.025,0,1
9471650.025,0,1
9473250.025,0,1
9475000,0,1
9475100,0,0
9475300,0,0
9475700,0,0
9476500,0,0
9478100,0,0
9480000,0,0
9480100,0,0
9480300,0,0
9480700,0,0
9481500,0,0
9483100,0,0
9486300,0,0
9490000,0,0
9490050.025,0,0
9490100,0,0
9490150.025,0,0
9490250.025,0,0
9490450.025,0,0
9490850.025,0,0
9491650.025,0,0
9493250.025,0,0
9496450.025,0,0
9500000,0,0
9500050.025,0,0.50025000050273638
9500100,0,1
9500150.025,0,1
9500250,1,1
9500250.025,1,1
9500450.025,1,1
9500850.025,1,1
9501650.025,1,1
9503250.025,1,1
9506450.025,1,1
9512850.025,1,1
9520000,1,1
9520050.025,1,1
9520100,1,1
9520150.025,1,1
9520250.025,1,1
9520450.025,1,1
9520850.025,1,1
9521650.025,1,1
9523250.025,1,1
9525000,1,1
9525100,1,0
9525300,1,0
9525700,1,0
9526500,1,0
9528100,1,0
9531300,1,0
9537700,1,0
9550000,1,0
9550050.025,1,0.50025000050273638
9550100,1,1
9550150.025,1,1
9550250,0,1
9550250.025,0,1
9550450.025,0,1
9550850.025,0,1
9551650.025,0,1
9553250.025,0,1
9556450.025,0,1
9562850.025,0,1
9575000,0,1
9575100,0,0
9575300,0,0
9575700,0,0
9576500,0,0
9578100,0,0
9580000,0,0
9580050.025,0,0
9580100,0,0
9580150.025,0,0
9580250.025,0,0
9580450.025,0,0
9580850.025,0,0
9581650.025,0,0
9583250.025,0,0
9586450.025,0,0
9592850.025,0,0
9600000,0,0
9600050.025,0,0.50025000050273638
9600100,0,1
9600150.025,0,1
9600250,1,1
9600250.025,1,1
9600450.025,1,1
9600850.025,1,1
9601650.025,1,1
9603250.025,1,1
9606450.025,1,1
9612850.025,1,1
9620000,1,1
9620100,1,1
9620300,1,1
9620700,1,1
9621500,1,1
9623100,1,1
9625000,1,1
9625100,1,0
9625300,1,0
9625700,1,0
9626500,1,0
9628100,1,0
9631300,1,0
9637700,1,0
9650000,1,0
9650050.025,1,0.50025000050273638
9650100,1,1
9650199.9499999,1,1
9650399.8499997,1,1
9650799.6499992,1,1
9651599.2499984,1,1
9653198.4499968,1,1
9656396.8499936,1,1
9660000,1,1
9660050.025,1,1
9660100,1,1
9660150.025,1,1
9660250.025,1,1
9660450.025,1,1
9660850.025,1,1
9661650.025,1,1
9663250.025,1,1
9666450.025,1,1
9670000,1,1
9670100,1,1
9670300,1,1
9670700,1,1
9671500,1,1
9673100,1,1
9675000,1,1
9675100,1,0
9675300,1,0
9675700,1,0
9676500,1,0
9678100,1,0
9680000,1,0
9680050.025,1,0
9680100,1,0
9680150.025,1,0
9680250.025,1,0
9680450.025,1,0
9680850.025,1,0
9681650.025,1,0
9683250.025,1,0
9686450.025,1,0
9692850.025,1,0
9700000,1,0
9700050.025,1,0.50025000050273638
9700100,1,1
9700199.9499999,1,1
9700399.8499996,1,1
9700799.6499992,1,1
9701599.2499984,1,1
9703198.4499968,1,1
9706396.8499936,1,1
9712793.6499872,1,1
9720000,1,1
9720050.025,1,1
9720100,1,1
9720150.025,1,1
9720250.025,1,1
9720450.025,1,1
9720850.025,1,1
9721650.025,1,1
9723250.025,1,1
9725000,1,1
9725100,1,0
9725300,1,0
9725700,1,0
9726500,1,0
9728100,1,0
9730000,1,0
9730100,1,0
9730300,1,0
9730700,1,0
9731500,1,0
9733100,1,0
9736300,1,0
9742700,1,0
9750000,1,0
9750050.025,1,0.50025000050273638
9750100,1,1
9750150.025,1,1
9750250,0,1
9750250.025,0,1
9750450.025,0,1
9750850.025,0,1
9751650.025,0,1
9753250.025,0,1
9756450.025,0,1
9762850.025,0,1
9775000,0,1
9775100,0,0
9775300,0,0
9775700,0,0
9776500,0,0
9778100,0,0
9780000,0,0
9780100,0,0
9780300,0,0
9780700,0,0
9781500,0,0
9783100,0,0
9786300,0,0
9792700,0,0
9800000,0,0
9800050.025,0,0.50025000050273638
9800100,0,1
9800150.025,0,1
9800250,1,1
9800250.025,1,1
9800450.025,1,1
9800850.025,1,1
9801650.025,1,1
9803250.025,1,1
9806450.025,1,1
9810000,1,1
9810100,1,1
9810300,1,1
9810700,1,1
9811500,1,1
9813100,1,1
9816300,1,1
9820000,1,1
9820050.025,1,1
9820100,1,1
9820150.025,1,1
9820250.025,1,1
9820450.025,1,1
9820850.025,1,1
9821650.025,1,1
9823250.025,1,1
9825000,1,1
9825100,1,0
9825300,1,0
9825700,1,0
9826500,1,0
9828100,1,0
9831300,1,0
9837700,1,0
9840000,1,0
9840100,1,0
9840300,1,0
9840700,1,0
9841500,1,0
9843100,1,0
9846300,1,0
9850000,1,0
9850050.025,1,0.50025000050273638
9850100,1,1
9850199.9499999,1,1
9850399.8499996,1,1
9850799.6499992,1,1
9851599.2499984,1,1
9853198.4499968,1,1
9856396.8499936,1,1
9862793.6499872,1,1
9870000,1,1
9870050.025,1,1
9870100,1,1
9870150.025,1,1
9870250.025,1,1
9870450.025,1,1
9870850.025,1,1
9871650.025,1,1
9873250.025,1,1
9875000,1,1
9875100,1,0
9875300,1,0
9875700,1,0
9876500,1,0
9878100,1,0
9881300,1,0
9887700,1,0
9890000,1,0
9890100,1,0
9890300,1,0
9890700,1,0
9891500,1,0
9893100,1,0
9896300,1,0
9900000,1,0
9900050.025,1,0.50025000050273638
9900100,1,1
9900150.025,1,1
9900250,0,1
9900250.025,0,1
9900450.025,0,1
9900850.025,0,1
9901650.025,0,1
9903250.025,0,1
9906450.025,0,1
9910000,0,1
9910100,0,1
9910300,0,1
9910700,0,1
9911500,0,1
9913100,0,1
9916300,0,1
9920000,0,1
9920050.025,0,1
9920100,0,1
9920150.025,0,1
9920250.025,0,1
9920450.025,0,1
9920850.025,0,1
9921650.025,0,1
9923250.025,0,1
9925000,0,1
9925100,0,0
9925300,0,0
9925700,0,0
9926500,0,0
9928100,0,0
9931300,0,0
9937700,0,0
9940000,0,0
9940100,0,0
9940300,0,0
9940700,0,0
9941500,0,0
9943100,0,0
9946300,0,0
9950000,0,0
9950050.025,0,0.50025000050273638
9950100,0,1
9950150.025,0,1
9950250.025,0,1
9950450.025,0,1
9950850.025,0,1
9951650.025,0,1
9953250.025,0,1
9956450.025,0,1
9960000,0,1
9960100,0,1
9960300,0,1
9960700,0,1
9961500,0,1
9963100,0,1
9966300,0,1
9972700,0,1
9975000,0,1
9975100,0,0
9975300,0,0
9975700,0,0
9976500,0,0
9978100,0,0
9981300,0,0
9987700,0,0
9990000,0,0
9990050.025,0,0
9990100,0,0
9990150.025,0,0
9990250.025,0,0
9990450.025,0,0
9990850.025,0,0
9991650.025,0,0
9993250.025,0,0
9996450.025,0,0
10000000,0,0
10000050.025,0,0.50025000050273638
10000100,0,1
10000199.9499999,0,1
10000399.8499997,0,1
10000799.6499992,0,1
10001599.2499984,0,1
10003198.4499968,0,1
10006396.8499936,0,1
10012793.6499872,0,1
10025000,0,1
10025100,0,0
10025300,0,0
10025700,0,0
10026500,0,0
10028100,0,0
10031300,0,0
10037700,0,0
10050000,0,0
10050050.025,0,0.50025000050273638
10050100,0,1
10050150.025,0,1
10050250.025,0,1
10050450.025,0,1
10050850.025,0,1
10051650.025,0,1
10053250.025,0,1
10056450.025,0,1
10060000,0,1
10060100,0,1
10060300,0,1
10060700,0,1
10061500,0,1
10063100,0,1
10066300,0,1
10070000,0,1
10070050.025,0,1
10070100,0,1
10070150.025,0,1
10070250.025,0,1
10070450.025,0,1
10070850.025,0,1
10071650.025,0,1
10073250.025,0,1
10075000,0,1
10075100,0,0
10075300,0,0
10075700,0,0
10076500,0,0
10078100,0,0
10081300,0,0
10087700,0,0
10090000,0,0
10090100,0,0
10090300,0,0
10090700,0,0
10091500,0,0
10093100,0,0
10096300,0,0
10100000,0,0
10100050.025,0,0.50025000050273638
10100100,0,1
10100150.025,0,1
10100250.025,0,1
10100450.025,0,1
10100850.025,0,1
10101650.025,0,1
10103250.025,0,1
10106450.025,0,1
10112850.025,0,1
10125000,0,1
10125100,0,0
10125300,0,0
10125700,0,0
10126500,0,0
10128100,0,0
10130000,0,0
10130100,0,0
10130300,0,0
10130700,0,0
10131500,0,0
10133100,0,0
10136300,0,0
10140000,0,0
10140050.025,0,0
10140100,0,0
10140150.025,0,0
10140250.025,0,0
10140450.025,0,0
10140850.025,0,0
10141650.025,0,0
10143250.025,0,0
10146450.025,0,0
10150000,0,0
10150050.025,0,0.50025000050273638
10150100,0,1
10150199.9499999,0,1
10150399.8499997,0,1
10150799.6499992,0,1
10151599.2499984,0,1
10153198.4499968,0,1
10156396.8499936,0,1
10160000,0,1
10160100,0,1
10160300,0,1
10160700,0,1
10161500,0,1
10163100,0,1
10166300,0,1
10172700,0,1
10175000,0,1
10175100,0,0
10175300,0,0
10175700,0,0
10176500,0,0
10178100,0,0
10181300,0,0
10187700,0,0
10200000,0,0
10200050.025,0,0.50025000050273638
10200100,0,1
10200150.025,0,1
10200250.025,0,1
10200450.025,0,1
10200850.025,0,1
10201650.025,0,1
10203250.025,0,1
10206450.025,0,1
10210000,0,1
10210100,0,1
10210300,0,1
10210700,0,1
10211500,0,1
10213100,0,1
10216300,0,1
10220000,0,1
10220050.025,0,1
10220100,0,1
10220150.025,0,1
10220250.025,0,1
10220450.025,0,1
10220850.025,0,1
10221650.025,0,1
10223250.025,0,1
10225000,0,1
10225100,0,0
10225300,0,0
10225700,0,0
10226500,0,0
10228100,0,0
10231300,0,0
10237700,0,0
10250000,0,0
10250050.025,0,0.50025000050273638
10250100,0,1
10250199.9499999,0,1
10250399.8499996,0,1
10250799.6499992,0,1
10251599.2499984,0,1
10253198.4499968,0,1
10256396.8499936,0,1
10260000,0,1
10260050.025,0,1
10260100,0,1
10260150.025,0,1
10260250.025,0,1
10260450.025,0,1
10260850.025,0,1
10261650.025,0,1
10263250.025,0,1
10266450.025,0,1
10272850.025,0,1
10275000,0,1
10275100,0,0
10275300,0,0
10275700,0,0
10276500,0,0
10278100,0,0
10280000,0,0
10280100,0,0
10280300,0,0
10280700,0,0
10281500,0,0
10283100,0,0
10286300,0,0
10290000,0,0
10290050.025,0,0
10290100,0,0
10290150.025,0,0
10290250.025,0,0
10290450.025,0,0
10290850.025,0,0
10291650.025,0,0
10293250.025,0,0
10296450.025,0,0
10300000,0,0
10300050.025,0,0.50025000050273638
10300100,0,1
10300199.9499999,0,1
10300399.8499997,0,1
10300799.6499992,0,1
10301599.2499984,0,1
10303198.4499968,0,1
10306396.8499936,0,1
10310000,0,1
10310100,0,1
10310300,0,1
10310700,0,1
10311500,0,1
10313100,0,1
10316300,0,1
10320000,0,1
10320050.025,0,1
10320100,0,1
10320150.025,0,1
10320250.025,0,1
10320450.025,0,1
10320850.025,0,1
10321650.025,0,1
10323250.025,0,1
10325000,0,1
10325100,0,0
10325300,0,0
10325700,0,0
10326500,0,0
10328100,0,0
10330000,0,0
10330100,0,0
10330300,0,0
10330700,0,0
10331500,0,0
10333100,0,0
10336300,0,0
10342700,0,0
10350000,0,0
10350050.025,0,0.50025000050273638
10350100,0,1
10350150.025,0,1
10350250,1,1
10350250.025,1,1
10350450.025,1,1
10350850.025,1,1
10351650.025,1,1
10353250.025,1,1
10356450.025,1,1
10360000,1,1
10360050.025,1,1
10360100,1,1
10360150.025,1,1
10360250.025,1,1
10360450.025,1,1
10360850.025,1,1
10361650.025,1,1
10363250.025,1,1
10366450.025,1,1
10372850.025,1,1
10375000,1,1
10375100,1,0
10375300,1,0
10375700,1,0
10376500,1,0
10378100,1,0
10380000,1,0
10380100,1,0
10380300,1,0
10380700,1,0
10381500,1,0
10383100,1,0
10386300,1,0
10390000,1,0
10390050.025,1,0
10390100,1,0
10390150.025,1,0
10390250.025,1,0
10390450.025,1,0
10390850.025,1,0
10391650.025,1,0
10393250.025,1,0
10396450.025,1,0
10400000,1,0
10400050.025,1,0.50025000050273638
10400100,1,1
10400199.9499999,1,1
10400399.8499996,1,1
10400799.6499992,1,1
10401599.2499984,1,1
10403198.4499968,1,1
10406396.8499936,1,1
10410000,1,1
10410050.025,1,1
10410100,1,1
10410150.025,1,1
10410250.025,1,1
10410450.025,1,1
10410850.025,1,1
10411650.025,1,1
10413250.025,1,1
10416450.025,1,1
10422850.025,1,1
10425000,1,1
10425100,1,0
10425300,1,0
10425700,1,0
10426500,1,0
10428100,1,0
10430000,1,0
10430100,1,0
10430300,1,0
10430700,1,0
10431500,1,0
10433100,1,0
10436300,1,0
10440000,1,0
10440050.025,1,0
10440100,1,0
10440150.025,1,0
10440250.025,1,0
10440450.025,1,0
10440850.025,1,0
10441650.025,1,0
10443250.025,1,0
10446450.025,1,0
10450000,1,0
10450050.025,1,0.50025000050273638
10450100,1,1
10450199.9499999,1,1
10450399.8499997,1,1
10450799.6499992,1,1
10451599.2499984,1,1
10453198.4499968,1,1
10456396.8499936,1,1
10462793.6499872,1,1
10475000,1,1
10475100,1,0
10475300,1,0
10475700,1,0
10476500,1,0
10478100,1,0
10480000,1,0
10480100,1,0
10480300,1,0
10480700,1,0
10481500,1,0
10483100,1,0
10486300,1,0
10492700,1,0
10500000,1,0
10500050.025,1,0.50025000050273638
10500100,1,1
10500199.9499999,1,1
10500399.8499997,1,1
10500799.6499992,1,1
10501599.2499984,1,1
10503198.4499968,1,1
10506396.8499936,1,1
10512793.6499872,1,1
10525000,1,1
10525100,1,0
10525300,1,0
10525700,1,0
10526500,1,0
10528100,1,0
10530000,1,0
10530050.025,1,0
10530100,1,0
10530150.025,1,0
10530250.025,1,0
10530450.025,1,0
10530850.025,1,0
10531650.025,1,0
10533250.025,1,0
10536450.025,1,0
10542850.025,1,0
10550000,1,0
10550050.025,1,0.50025000050273638
10550100,1,1
10550150.025,1,1
10550250,0,1
10550250.025,0,1
10550450.025,0,1
10550850.025,0,1
10551650.025,0,1
10553250.025,0,1
10556450.025,0,1
10562850.025,0,1
10575000,0,1
10575100,0,0
10575300,0,0
10575700,0,0
10576500,0,0
10578100,0,0
10581300,0,0
10587700,0,0
10600000,0,0
10600050.025,0,0.50025000050273638
10600100,0,1
10600199.9499999,0,1
10600399.8499996,0,1
10600799.6499992,0,1
10601599.2499984,0,1
10603198.4499968,0,1
10606396.8499936,0,1
10612793.6499872,0,1
10620000,0,1
10620050.025,0,1
10620100,0,1
10620150.025,0,1
10620250.025,0,1
10620450.025,0,1
10620850.025,0,1
10621650.025,0,1
10623250.025,0,1
10625000,0,1
10625100,0,0
10625300,0,0
10625700,0,0
10626500,0,0
10628100,0,0
10631300,0,0
10637700,0,0
10640000,0,0
10640100,0,0
10640300,0,0
10640700,0,0
10641500,0,0
10643100,0,0
10646300,0,0
10650000,0,0
10650050.025,0,0.50025000050273638
10650100,0,1
10650150.025,0,1
10650250,1,1
10650250.025,1,1
10650450.025,1,1
10650850.025,1,1
10651650.025,1,1
10653250.025,1,1
10656450.025,1,1
10662850.025,1,1
10670000,1,1
10670050.025,1,1
10670100,1,1
10670150.025,1,1
10670250.025,1,1
10670450.025,1,1
10670850.025,1,1
10671650.025,1,1
10673250.025,1,1
10675000,1,1
10675100,1,0
10675300,1,0
10675700,1,0
10676500,1,0
10678100,1,0
10680000,1,0
10680100,1,0
10680300,1,0
10680700,1,0
10681500,1,0
10683100,1,0
10686300,1,0
10692700,1,0
10700000,1,0
10700050.025,1,0.50025000050273638
10700100,1,1
10700150.025,1,1
10700250,0,1
10700250.025,0,1
10700450.025,0,1
10700850.025,0,1
10701650.025,0,1
10703250.025,0,1
10706450.025,0,1
10710000,0,1
10710050.025,0,1
10710100,0,1
10710150.025,0,1
10710250.025,0,1
10710450.025,0,1
10710850.025,0,1
10711650.025,0,1
10713250.025,0,1
10716450.025,0,1
10722850.025,0,1
10725000,0,1
10725100,0,0
10725300,0,0
10725700,0,0
10726500,0,0
10728100,0,0
10731300,0,0
10737700,0,0
10750000,0,0
10750050.025,0,0.50025000050273638
10750100,0,1
10750150.025,0,1
10750250,1,1
10750250.025,1,1
10750450.025,1,1
10750850.025,1,1
10751650.025,1,1
10753250.025,1,1
10756450.025,1,1
10762850.025,1,1
10775000,1,1
10775100,1,0
10775300,1,0
10775700,1,0
10776500,1,0
10778100,1,0
10781300,1,0
10787700,1,0
10800000,1,0
10800050.025,1,0.50025000050273638
10800100,1,1
10800199.9499999,1,1
10800399.8499997,1,1
10800799.6499992,1,1
10801599.2499984,1,1
10803198.4499968,1,1
10806396.8499936,1,1
10810000,1,1
10810100,1,1
10810300,1,1
10810700,1,1
10811500,1,1
10813100,1,1
10816300,1,1
10822700,1,1
10825000,1,1
10825100,1,0
10825300,1,0
10825700,1,0
10826500,1,0
10828100,1,0
10830000,1,0
10830050.025,1,0
10830100,1,0
10830150.025,1,0
10830250.025,1,0
10830450.025,1,0
10830850.025,1,0
10831650.025,1,0
10833250.025,1,0
10836450.025,1,0
10842850.025,1,0
10850000,1,0
10850050.025,1,0.50025000050273638
10850100,1,1
10850150.025,1,1
10850250,0,1
10850250.025,0,1
10850450.025,0,1
10850850.025,0,1
10851650.025,0,1
10853250.025,0,1
10856450.025,0,1
10860000,0,1
10860100,0,1
10860300,0,1
10860700,0,1
10861500,0,1
10863100,0,1
10866300,0,1
10872700,0,1
10875000,0,1
10875100,0,0
10875300,0,0
10875700,0,0
10876500,0,0
10878100,0,0
10880000,0,0
10880050.025,0,0
10880100,0,0
10880150.025,0,0
10880250.025,0,0
10880450.025,0,0
10880850.025,0,0
10881650.025,0,0
10883250.025,0,0
10886450.025,0,0
10892850.025,0,0
10900000,0,0
10900050.025,0,0.50025000050273638
10900100,0,1
10900150.025,0,1
10900250,1,1
10900250.025,1,1
10900450.025,1,1
10900850.025,1,1
10901650.025,1,1
10903250.025,1,1
10906450.025,1,1
10912850.025,1,1
10920000,1,1
10920100,1,1
10920300,1,1
10920700,1,1
10921500,1,1
10923100,1,1
10925000,1,1
10925100,1,0
10925300,1,0
10925700,1,0
10926500,1,0
10928100,1,0
10930000,1,0
10930050.025,1,0
10930100,1,0
10930150.025,1,0
10930250.025,1,0
10930450.025,1,0
10930850.025,1,0
10931650.025,1,0
10933250.025,1,0
10936450.025,1,0
10940000,1,0
10940100,1,0
10940300,1,0
10940700,1,0
10941500,1,0
10943100,1,0
10946300,1,0
10950000,1,0
10950050.025,1,0.50025000050273638
10950100,1,1
10950150.025,1,1
10950250,0,1
10950250.025,0,1
10950450.025,0,1
10950850.025,0,1
10951650.025,0,1
10953250.025,0,1
10956450.025,0,1
10962850.025,0,1
10975000,0,1
10975100,0,0
10975300,0,0
10975700,0,0
10976500,0,0
10978100,0,0
10981300,0,0
10987700,0,0
10990000,0,0
10990050.025,0,0
10990100,0,0
10990150.025,0,0
10990250.025,0,0
10990450.025,0,0
10990850.025,0,0
10991650.025,0,0
10993250.025,0,0
10996450.025,0,0
11000000,0,0
11000050.025,0,0.50025000050273638
11000100,0,1
11000150.025,0,1
11000250,1,1
11000250.025,1,1
11000450.025,1,1
11000850.025,1,1
11001650.025,1,1
11003250.025,1,1
11006450.025,1,1
11010000,1,1
11010050.025,1,1
11010100,1,1
11010150.025,1,1
11010250.025,1,1
11010450.025,1,1
